,Unnamed: 0,Incident_Num,Incident_Type,Precinct,Sector,Beat,Officer_ID,Subject_ID,Subject_Race,Subject_Gender,date,count,race_weights,pop,weight_count
10119,10621,51698,1,1300 1 AV,WILLIAM,M,2307,19127,White,Female,2019-12-15 12:27:00,1.0,0.68,512.499,0.0019512233194601354
10120,10622,51699,1,1300 1 AV,WILLIAM,M,2212,19127,White,Female,2019-12-15 12:27:00,1.0,0.68,512.499,0.0019512233194601354
10121,10623,51746,1,1101 PIKE ST,EDWARD,E,1524,21975,White,Female,2019-12-16 12:02:00,1.0,0.68,512.499,0.0019512233194601354
10122,10624,51750,1,2861 W JAMESON ST,WILLIAM,Q,1779,21979,White,Male,2019-12-16 05:40:00,1.0,0.68,512.499,0.0019512233194601354
10123,10625,51753,1,1101 PIKE ST,EDWARD,E,5304,21975,White,Female,2019-12-16 12:19:00,1.0,0.68,512.499,0.0019512233194601354
10124,10626,51759,1,1101 PIKE ST,EDWARD,E,5239,21975,White,Female,2019-12-16 12:09:00,1.0,0.68,512.499,0.0019512233194601354
10125,10627,51798,1,1727 BELMONT AV,EDWARD,E,1044,21986,Black or African American,Male,2019-12-15 17:00:00,1.0,0.07,52.757,0.018954830638588244
10126,10628,51801,1,10049 COLLEGE WY N,NORA,N,2237,8818,White,Male,2019-12-17 15:00:00,1.0,0.68,512.499,0.0019512233194601354
10127,10629,51802,1,13233 AURORA AV N,NORA,N,1248,8818,White,Male,2019-12-17 14:00:00,1.0,0.68,512.499,0.0019512233194601354
10128,10630,51803,1,600 3 AV,WILLIAM,K,1889,18642,Black or African American,Male,2019-12-17 20:24:00,1.0,0.07,52.757,0.018954830638588244
10129,10631,51849,1,2 AV S / S FINDLAY ST,SAM,O,1128,22007,White,Female,2019-12-14 04:32:00,1.0,0.68,512.499,0.0019512233194601354
10130,10632,51868,1,8201 AURORA AV N,NORA,J,1582,4116,White,Male,2019-12-19 09:54:00,1.0,0.68,512.499,0.0019512233194601354
10132,10634,51902,1,1733 BELMONT AV,EDWARD,E,767,19651,Black or African American,Male,2019-12-16 12:45:00,1.0,0.07,52.757,0.018954830638588244
10133,10635,51922,1,1550 N 115 ST,NORA,N,2300,16424,White,Male,2019-12-21 17:48:00,1.0,0.68,512.499,0.0019512233194601354
10134,10636,51926,1,1550 N 115 ST,NORA,N,2399,16424,White,Male,2019-12-21 16:55:00,1.0,0.68,512.499,0.0019512233194601354
10135,10637,51928,1,1550 N 115 ST,NORA,N,769,16424,White,Male,2019-12-21 17:50:00,1.0,0.68,512.499,0.0019512233194601354
10136,10638,51939,1,1550 N 115 ST,NORA,N,2475,16424,White,Male,2019-12-21 17:30:00,1.0,0.68,512.499,0.0019512233194601354
10138,10640,51942,1,812 NE 65 ST,NORA,U,2309,22034,White,Male,2019-12-22 16:12:00,1.0,0.68,512.499,0.0019512233194601354
10139,10641,51943,1,812 NE 65 ST,NORA,U,1792,22034,White,Male,2019-12-22 16:58:00,1.0,0.68,512.499,0.0019512233194601354
10140,10642,51944,1,812 NE 65 ST,NORA,U,2095,22034,White,Male,2019-12-22 16:56:00,1.0,0.68,512.499,0.0019512233194601354
10141,10643,51945,1,812 NE 65 ST,NORA,U,5130,22034,White,Male,2019-12-22 16:58:00,1.0,0.68,512.499,0.0019512233194601354
10144,10646,51976,1,111 CEDAR ST,WILLIAM,D,2321,3061,White,Male,2019-12-23 17:30:00,1.0,0.68,512.499,0.0019512233194601354
10145,10647,51977,1,111 CEDAR ST,WILLIAM,D,2310,3061,White,Male,2019-12-23 17:30:00,1.0,0.68,512.499,0.0019512233194601354
10148,10650,52010,1,4210 ASHWORTH AV N,NORA,B,2484,22048,White,Female,2019-12-25 17:30:00,1.0,0.68,512.499,0.0019512233194601354
10149,10651,52013,1,4210 ASHWORTH AV N,NORA,B,4999,22047,White,Female,2019-11-25 16:42:00,1.0,0.68,512.499,0.0019512233194601354
10150,10652,52014,1,4210 ASHWORTH AV N,NORA,B,1826,22047,White,Female,2019-12-25 17:35:00,1.0,0.68,512.499,0.0019512233194601354
10153,10655,52042,1,7 AV / BLANCHARD ST,WILLIAM,D,1766,22063,Black or African American,Male,2019-12-09 20:39:00,1.0,0.07,52.757,0.018954830638588244
10154,10656,52058,1,811 E THOMAS ST,EDWARD,E,1443,15964,White,Male,2019-12-27 12:16:00,1.0,0.68,512.499,0.0019512233194601354
10155,10657,52059,1,800 E THOMAS ST,EDWARD,E,5304,15964,White,Male,2019-12-27 12:16:00,1.0,0.68,512.499,0.0019512233194601354
10156,10658,52060,1,800 E THOMAS ST,EDWARD,E,2231,15964,White,Male,2019-12-27 12:00:00,1.0,0.68,512.499,0.0019512233194601354
10157,10659,52061,1,800 E THOMAS ST,EDWARD,E,1524,15964,White,Male,2019-12-27 12:16:00,1.0,0.68,512.499,0.0019512233194601354
10159,10661,52067,1,1604 NE 50 ST,NORA,U,2309,22045,White,Female,2019-12-27 15:30:00,1.0,0.68,512.499,0.0019512233194601354
10160,10662,52069,1,1604 NE 50 ST,NORA,U,1823,22045,White,Female,2019-12-27 15:25:00,1.0,0.68,512.499,0.0019512233194601354
10161,10663,52078,1,500 5 AV,WILLIAM,K,2310,22071,White,Male,2019-12-27 17:25:00,1.0,0.68,512.499,0.0019512233194601354
10165,10668,52164,1,606 12 AV S,WILLIAM,K,913,6990,White,Male,2019-12-31 21:39:00,1.0,0.68,512.499,0.0019512233194601354
10172,10675,50825,1,1530 3 AV,WILLIAM,M,1473,13825,White,Male,2019-11-15 20:09:00,1.0,0.68,512.499,0.0019512233194601354
10175,10678,50851,2,1100 5 AV,WILLIAM,K,2191,21729,Black or African American,Male,2019-11-16 23:39:00,1.0,0.07,52.757,0.018954830638588244
10176,10679,50853,2,1100 5 AV,WILLIAM,K,1750,21729,Black or African American,Male,2019-11-16 23:45:00,1.0,0.07,52.757,0.018954830638588244
10177,10680,51050,2,1431 3 AV,WILLIAM,M,2212,21772,White,Not Specified,2019-11-22 12:23:00,1.0,0.68,512.499,0.0019512233194601354
10178,10681,51778,2,1727 BELMONT AV,EDWARD,E,1554,21986,Black or African American,Male,2019-12-15 16:39:00,1.0,0.07,52.757,0.018954830638588244
10183,10686,51204,2,811 MAYNARD AV S,WILLIAM,K,5016,21826,White,Female,2019-11-29 19:12:00,1.0,0.68,512.499,0.0019512233194601354
10184,10687,51207,2,811 MAYNARD AV S,WILLIAM,K,5061,21826,White,Female,2019-11-29 19:30:00,1.0,0.68,512.499,0.0019512233194601354
10185,10688,51982,2,811 MAYNARD AV S,WILLIAM,K,5112,21826,White,Female,2019-11-29 19:30:00,1.0,0.68,512.499,0.0019512233194601354
10188,10693,51236,2,1417 3 AV,WILLIAM,M,2096,18806,Black or African American,Male,2019-12-01 16:15:00,1.0,0.07,52.757,0.018954830638588244
10189,10694,51263,2,102 PIKE ST,WILLIAM,M,1814,21849,Black or African American,Male,2019-12-02 11:57:00,1.0,0.07,52.757,0.018954830638588244
10190,10695,51393,2,318 2 AV EXTENSION S,WILLIAM,K,2191,14370,Black or African American,Male,2019-12-05 14:20:00,1.0,0.07,52.757,0.018954830638588244
10191,10696,51448,2,401 PINE ST,WILLIAM,M,2145,21888,White,Male,2019-12-07 15:10:00,1.0,0.68,512.499,0.0019512233194601354
10194,10699,51504,2,731 S FIDALGO ST,SAM,O,1801,21913,White,Male,2019-12-09 13:09:00,1.0,0.68,512.499,0.0019512233194601354
10195,10700,51520,2,731 S FIDALGO ST,SAM,O,2152,21913,White,Male,2019-12-09 13:09:00,1.0,0.68,512.499,0.0019512233194601354
10196,10701,51522,2,700 S FIDALGO ST,SAM,O,1597,21913,White,Male,2019-12-09 12:34:00,1.0,0.68,512.499,0.0019512233194601354
10197,10702,51958,2,7 AV S / S FIDALGO ST,SAM,O,1560,21913,White,Male,2019-12-09 13:09:00,1.0,0.68,512.499,0.0019512233194601354
10198,10703,52144,2,7 AV S / S FIDALGO ST,SAM,O,264,21913,White,Male,2019-12-09 12:34:00,1.0,0.68,512.499,0.0019512233194601354
10201,10706,51674,2,1005 E PIKE ST,EDWARD,E,1877,21955,White,Male,2019-12-14 02:11:00,1.0,0.68,512.499,0.0019512233194601354
10202,10707,51675,2,1005 E PIKE ST,EDWARD,E,2172,21955,White,Male,2019-12-14 02:11:00,1.0,0.68,512.499,0.0019512233194601354
10203,10709,51757,2,1733 BELMONT AV,EDWARD,E,2127,21981,Black or African American,Male,2019-12-16 12:42:00,1.0,0.07,52.757,0.018954830638588244
10204,10710,51920,2,11616 AURORA AV N,NORA,N,2300,22026,White,Male,2019-12-21 14:28:00,1.0,0.68,512.499,0.0019512233194601354
10209,10715,52037,2,308 4 AV S,WILLIAM,K,1214,22062,White,Female,2019-12-26 16:21:00,1.0,0.68,512.499,0.0019512233194601354
10210,10716,52036,2,308 4 AV S,WILLIAM,K,2195,22062,White,Female,2019-11-26 16:30:00,1.0,0.68,512.499,0.0019512233194601354
10211,10717,52038,2,308 4 AV S,WILLIAM,K,2359,22062,White,Female,2019-12-26 16:40:00,1.0,0.68,512.499,0.0019512233194601354
10212,10718,52039,2,308 4 AV S,WILLIAM,K,2459,22062,White,Female,2019-12-26 16:21:00,1.0,0.68,512.499,0.0019512233194601354
10215,10721,52076,1,6600 ELLIS AV S,SAM,O,2342,22069,White,Female,2019-12-24 23:45:00,1.0,0.68,512.499,0.0019512233194601354
10216,10722,48015,1,603 EASTLAKE AV E,WILLIAM,D,5016,21053,Black or African American,Male,2019-08-28 21:04:00,1.0,0.07,52.757,0.018954830638588244
10221,10727,52331,2,731 S FIDALGO ST,SAM,O,1257,21913,White,Male,2019-12-09 12:30:00,1.0,0.68,512.499,0.0019512233194601354
10222,10728,52168,1,1 AV / PINE ST,WILLIAM,M,1168,22101,White,Male,2020-01-01 00:38:00,1.0,0.68,512.499,0.0019512233194601354
10223,10729,52183,1,200 S WASHINGTON ST,WILLIAM,K,1775,22100,Black or African American,Male,2020-01-01 01:19:00,1.0,0.07,52.757,0.018954830638588244
10224,10730,52184,1,318 2 AV EXTENSION S,WILLIAM,K,2159,22096,Black or African American,Male,2020-01-01 01:20:00,1.0,0.07,52.757,0.018954830638588244
10225,10731,52186,1,400 S WASHINGTON ST,WILLIAM,K,1604,22096,Black or African American,Male,2020-01-01 01:19:00,1.0,0.07,52.757,0.018954830638588244
10226,10732,52177,1,200 S WASHINGTON ST,WILLIAM,K,2186,22096,Black or African American,Male,2020-01-01 01:20:00,1.0,0.07,52.757,0.018954830638588244
10227,10733,52282,1,200 1 AV N,WILLIAM,Q,2308,6764,Asian,Female,2020-01-04 19:52:00,1.0,0.151,113.805,0.008786960151135713
10228,10734,52293,1,200 1 AV N,WILLIAM,Q,2102,6764,Asian,Female,2020-01-04 20:48:00,1.0,0.151,113.805,0.008786960151135713
10229,10735,52417,1,100 DENNY WY,WILLIAM,Q,1276,6764,Asian,Female,2020-01-04 20:40:00,1.0,0.151,113.805,0.008786960151135713
10230,10736,52235,1,8615 BEACON AV S,SAM,S,4920,22114,Asian,Male,2020-01-02 21:00:00,1.0,0.151,113.805,0.008786960151135713
10231,10737,52236,1,8615 BEACON AV S,SAM,S,2314,22114,Asian,Male,2020-01-02 21:07:00,1.0,0.151,113.805,0.008786960151135713
10232,10738,52240,1,1100 N NORTHGATE WY,NORA,N,1618,22115,White,Male,2020-01-03 01:20:00,1.0,0.68,512.499,0.0019512233194601354
10233,10739,52419,1,400 S JACKSON ST,WILLIAM,K,4761,22155,White,Male,2020-01-08 20:35:00,1.0,0.68,512.499,0.0019512233194601354
10234,10740,52517,1,1423 3 AV,WILLIAM,M,2096,22182,White,Male,2020-01-13 06:15:00,1.0,0.68,512.499,0.0019512233194601354
10235,10745,52254,1,12050 15 AV NE,NORA,L,2146,22118,Black or African American,Male,2020-01-03 16:27:00,1.0,0.07,52.757,0.018954830638588244
10236,10746,52254,1,12050 15 AV NE,NORA,L,2146,22119,Black or African American,Male,2020-01-03 16:27:00,1.0,0.07,52.757,0.018954830638588244
10237,10747,52263,1,12050 15 AV NE,NORA,L,2156,22118,Black or African American,Male,2020-01-03 16:27:00,1.0,0.07,52.757,0.018954830638588244
10238,10748,52264,1,12050 15 AV NE,NORA,L,2424,22118,Black or African American,Male,2020-01-03 16:27:00,1.0,0.07,52.757,0.018954830638588244
10239,10749,52265,1,12050 15 AV NE,NORA,L,1221,22119,Black or African American,Male,2020-01-03 16:27:00,1.0,0.07,52.757,0.018954830638588244
10240,10750,52564,1,1830 9 AV,WILLIAM,D,5307,22203,White,Female,2020-01-14 15:45:00,1.0,0.68,512.499,0.0019512233194601354
10241,10751,52567,1,1830 9 AV,WILLIAM,D,5091,22203,White,Female,2020-01-14 15:45:00,1.0,0.68,512.499,0.0019512233194601354
10243,10754,52516,1,4500 9 AV NE,NORA,U,1189,22183,White,Male,2020-01-13 04:45:00,1.0,0.68,512.499,0.0019512233194601354
10244,10755,52644,1,4705 BROOKLYN AV NE,NORA,U,2458,18995,Black or African American,Female,2020-01-17 00:15:00,1.0,0.07,52.757,0.018954830638588244
10245,10756,52645,1,4705 BROOKLYN AV NE,NORA,U,2209,18995,Black or African American,Female,2020-01-17 00:10:00,1.0,0.07,52.757,0.018954830638588244
10246,10757,52646,1,4705 BROOKLYN AV NE,NORA,U,2322,18995,Black or African American,Female,2020-01-17 23:49:00,1.0,0.07,52.757,0.018954830638588244
10247,10758,52680,1,1021 NE 120 ST,NORA,L,827,22223,White,Male,2020-01-17 23:43:00,1.0,0.68,512.499,0.0019512233194601354
10248,10759,52699,1,3220 20 AV W,WILLIAM,Q,4773,22235,White,Female,2020-01-19 02:35:00,1.0,0.68,512.499,0.0019512233194601354
10249,10760,52229,1,3120 NE 120 ST,NORA,L,963,22113,White,Male,2020-01-02 18:24:00,1.0,0.68,512.499,0.0019512233194601354
10250,10761,52231,1,3120 NE 125 ST,NORA,L,2424,22113,White,Male,2020-01-02 18:34:00,1.0,0.68,512.499,0.0019512233194601354
10251,10762,52232,1,3120 NE 125 ST,NORA,L,2156,22113,White,Male,2020-01-02 18:24:00,1.0,0.68,512.499,0.0019512233194601354
10254,10765,52681,1,6730 MARY AV NW,NORA,J,2458,22224,White,Female,2020-01-18 02:25:00,1.0,0.68,512.499,0.0019512233194601354
10255,10766,52682,1,6730 MARY AV NW,NORA,J,1835,22224,White,Female,2020-01-18 02:25:00,1.0,0.68,512.499,0.0019512233194601354
10256,10767,52793,1,S DEARBORN ST / 10 AV S,SAM,R,704,17604,Black or African American,Male,2020-01-22 13:00:00,1.0,0.07,52.757,0.018954830638588244
10257,10768,52793,1,S DEARBORN ST / 10 AV S,SAM,R,704,22271,Asian,Male,2020-01-22 13:00:00,1.0,0.151,113.805,0.008786960151135713
10259,10770,52284,2,5704 S NORFOLK ST,SAM,S,4836,22125,Black or African American,Male,2020-01-04 20:48:00,1.0,0.07,52.757,0.018954830638588244
10260,10771,52873,1,330 NE 89 ST,NORA,L,1665,22307,Asian,Female,2020-01-24 14:22:00,1.0,0.151,113.805,0.008786960151135713
10261,10772,52470,1,730 S STACY ST,SAM,O,553,21530,White,Male,2020-01-10 09:15:00,1.0,0.68,512.499,0.0019512233194601354
10262,10773,52478,1,730 S STACY ST,SAM,O,1630,21530,White,Male,2020-01-10 08:51:00,1.0,0.68,512.499,0.0019512233194601354
10263,10774,52495,1,730 S STACY ST,SAM,O,1002,21530,White,Male,2020-01-10 08:51:00,1.0,0.68,512.499,0.0019512233194601354
10264,10775,52537,1,730 S STACY ST,SAM,O,5021,21530,White,Male,2020-01-10 08:51:00,1.0,0.68,512.499,0.0019512233194601354
10265,10776,52647,1,S KENYON ST / RENTON AV S,SAM,S,1732,735,Black or African American,Male,2020-01-16 22:55:00,1.0,0.07,52.757,0.018954830638588244
10267,10778,52326,1,100 NW 85 ST,NORA,J,2223,7721,Black or African American,Female,2019-12-31 17:11:00,1.0,0.07,52.757,0.018954830638588244
10268,10779,52221,1,3910 WOODLAND PARK AV N,NORA,B,2475,22108,White,Female,2020-01-02 12:49:00,1.0,0.68,512.499,0.0019512233194601354
10269,10780,52288,1,937 N 96 ST,NORA,N,655,22127,White,Male,2020-01-05 11:56:00,1.0,0.68,512.499,0.0019512233194601354
10270,10781,52386,1,937 N 96 ST,NORA,N,5257,22127,White,Male,2020-01-05 11:57:00,1.0,0.68,512.499,0.0019512233194601354
10271,10782,52651,1,937 N 96 ST,NORA,N,328,22127,White,Male,2020-01-05 12:12:00,1.0,0.68,512.499,0.0019512233194601354
10272,10783,52871,1,200 UNIVERSITY ST,WILLIAM,M,1081,22306,Black or African American,Male,2020-01-24 04:58:00,1.0,0.07,52.757,0.018954830638588244
10273,10784,52827,1,700 NE 47 ST,NORA,U,2156,22290,Black or African American,Female,2020-01-23 17:12:00,1.0,0.07,52.757,0.018954830638588244
10274,10785,52291,1,201 YESLER WY,WILLIAM,K,1604,3672,White,Female,2020-01-05 19:58:00,1.0,0.68,512.499,0.0019512233194601354
10275,10786,52292,1,201 YESLER WY,WILLIAM,K,2308,3672,White,Female,2020-01-05 19:58:00,1.0,0.68,512.499,0.0019512233194601354
10276,10787,52798,3,200 BLANCHARD ST,WILLIAM,D,2183,22274,Black or African American,Male,2020-01-22 15:30:00,1.0,0.07,52.757,0.018954830638588244
10284,10795,52974,1,4814 S DIRECTOR ST,SAM,S,2233,22332,Black or African American,Female,2020-01-28 04:45:00,1.0,0.07,52.757,0.018954830638588244
10285,10796,52700,2,331 NW 85 ST,NORA,J,4860,22236,White,Male,2020-01-19 09:00:00,1.0,0.68,512.499,0.0019512233194601354
10286,10800,52811,1,6285 AIRPORT WY S,SAM,O,2342,1443,White,Male,2020-01-23 02:24:00,1.0,0.68,512.499,0.0019512233194601354
10287,10803,52719,1,200 12 AV S,WILLIAM,K,1884,16834,Black or African American,Male,2020-01-20 13:35:00,1.0,0.07,52.757,0.018954830638588244
10289,10806,53040,1,12532 GREENWOOD AV N,NORA,N,2458,2626,Black or African American,Male,2020-01-30 02:26:00,1.0,0.07,52.757,0.018954830638588244
10290,10807,53041,1,12532 GREENWOOD AV N,NORA,N,2240,2626,Black or African American,Male,2020-01-30 02:26:00,1.0,0.07,52.757,0.018954830638588244
10291,10808,53042,1,12532 GREENWOOD AV N,NORA,N,2469,2626,Black or African American,Male,2020-01-30 02:25:00,1.0,0.07,52.757,0.018954830638588244
10292,10809,53044,1,12532 GREENWOOD AV N,NORA,N,2362,2626,Black or African American,Male,2020-01-30 02:25:00,1.0,0.07,52.757,0.018954830638588244
10294,10813,52828,1,2201 E MADISON ST,EDWARD,C,1884,22291,White,Male,2020-01-23 18:50:00,1.0,0.68,512.499,0.0019512233194601354
10295,10814,53317,1,1458 S COLUMBIAN WY,SAM,R,1120,20624,White,Male,2020-02-09 19:21:00,1.0,0.68,512.499,0.0019512233194601354
10296,10815,53318,1,1458 S COLUMBIAN WY,SAM,R,1554,20626,White,Male,2020-02-09 18:59:00,1.0,0.68,512.499,0.0019512233194601354
10297,10816,53319,1,1458 S COLUMBIAN WY,SAM,R,825,20626,White,Male,2020-02-09 19:16:00,1.0,0.68,512.499,0.0019512233194601354
10298,10817,53125,1,100 N 85 ST,NORA,J,1588,22254,White,Male,2020-02-02 17:00:00,1.0,0.68,512.499,0.0019512233194601354
10299,10821,53473,1,815 N 36 ST,NORA,B,1867,22450,White,Female,2020-02-13 16:00:00,1.0,0.68,512.499,0.0019512233194601354
10300,10822,53474,1,815 N 36 ST,NORA,B,701,22450,White,Female,2020-02-13 16:00:00,1.0,0.68,512.499,0.0019512233194601354
10301,10823,53517,1,3700 NE 45 ST,NORA,U,2309,22460,White,Male,2020-02-14 17:33:00,1.0,0.68,512.499,0.0019512233194601354
10302,10824,53519,1,3700 NE 45 ST,NORA,U,5237,22460,White,Male,2020-02-14 17:00:00,1.0,0.68,512.499,0.0019512233194601354
10303,10826,52900,2,N 90 ST / AURORA AV N,NORA,N,2237,21843,Black or African American,Male,2020-01-26 12:10:00,1.0,0.07,52.757,0.018954830638588244
10304,10827,53630,1,9000 AURORA AV N,NORA,N,1720,21843,Black or African American,Male,2020-01-26 12:07:00,1.0,0.07,52.757,0.018954830638588244
10305,10828,52993,1,9000 AURORA AV N,NORA,N,2782,21843,Black or African American,Male,2020-01-26 12:07:00,1.0,0.07,52.757,0.018954830638588244
10306,10829,52899,1,9000 AURORA AV N,NORA,N,2103,21843,Black or African American,Male,2020-01-26 12:07:00,1.0,0.07,52.757,0.018954830638588244
10307,10830,53684,1,3600 34 AV S,SAM,R,1270,22548,Black or African American,Male,2019-12-31 17:35:00,1.0,0.07,52.757,0.018954830638588244
10308,10831,53715,1,2114 E FIR ST,EDWARD,G,1572,22554,Black or African American,Male,2020-02-21 05:30:00,1.0,0.07,52.757,0.018954830638588244
10309,10832,53715,1,2114 E FIR ST,EDWARD,G,1572,22556,Black or African American,Male,2020-02-21 05:30:00,1.0,0.07,52.757,0.018954830638588244
10310,10833,53715,1,2114 E FIR ST,EDWARD,G,1572,22557,White,Female,2020-02-21 05:30:00,1.0,0.68,512.499,0.0019512233194601354
10311,10834,53716,1,2114 E FIR ST,EDWARD,G,1554,22554,Black or African American,Male,2020-02-21 05:30:00,1.0,0.07,52.757,0.018954830638588244
10312,10835,53727,1,2114 E FIR ST,EDWARD,G,932,22554,Black or African American,Male,2020-02-21 05:00:00,1.0,0.07,52.757,0.018954830638588244
10313,10836,53727,1,2114 E FIR ST,EDWARD,G,932,22556,Black or African American,Male,2020-02-21 05:00:00,1.0,0.07,52.757,0.018954830638588244
10314,10837,53727,1,2114 E FIR ST,EDWARD,G,932,22557,White,Female,2020-02-21 05:00:00,1.0,0.68,512.499,0.0019512233194601354
10315,10838,52181,2,1828 YALE AV,WILLIAM,D,2307,21729,Black or African American,Male,2020-01-01 15:13:00,1.0,0.07,52.757,0.018954830638588244
10316,10840,52638,1,517 3 AV,WILLIAM,K,2371,22219,Nat Hawaiian/Oth Pac Islander,Male,2020-01-16 12:03:00,1.0,0.003,2.261,0.44228217602830605
10318,10842,52697,1,620 1 AV,WILLIAM,K,4761,22232,Black or African American,Male,2020-01-19 02:15:00,1.0,0.07,52.757,0.018954830638588244
10319,10843,52697,1,620 1 AV,WILLIAM,K,4761,22233,Black or African American,Male,2020-01-19 02:15:00,1.0,0.07,52.757,0.018954830638588244
10320,10844,52698,1,YESLER WY / 1 AV S,WILLIAM,K,5016,22234,Black or African American,Female,2020-01-19 02:04:00,1.0,0.07,52.757,0.018954830638588244
10321,10845,52702,1,625 1 AV,WILLIAM,K,2418,22232,Black or African American,Male,2020-01-19 02:30:00,1.0,0.07,52.757,0.018954830638588244
10322,10846,52702,1,625 1 AV,WILLIAM,K,2418,22233,Black or African American,Male,2020-01-19 02:30:00,1.0,0.07,52.757,0.018954830638588244
10323,10847,52702,1,625 1 AV,WILLIAM,K,2418,22238,Black or African American,Male,2020-01-19 02:30:00,1.0,0.07,52.757,0.018954830638588244
10324,10848,52702,1,625 1 AV,WILLIAM,K,2418,22239,Black or African American,Female,2020-01-19 02:30:00,1.0,0.07,52.757,0.018954830638588244
10325,10849,52942,2,10017 12 AV NE,NORA,L,5269,17409,Black or African American,Male,2020-01-27 08:00:00,1.0,0.07,52.757,0.018954830638588244
10327,10851,53948,3,7554 25 AV NW,NORA,J,2458,22641,White,Male,2020-02-27 20:05:00,1.0,0.68,512.499,0.0019512233194601354
10328,10852,53951,3,7554 25 AV NW,NORA,J,2216,22641,White,Male,2020-02-27 20:05:00,1.0,0.68,512.499,0.0019512233194601354
10332,10856,53091,1,3 AV S / S WASHINGTON ST,WILLIAM,K,5304,22351,Black or African American,Male,2019-12-31 12:43:00,1.0,0.07,52.757,0.018954830638588244
10333,10857,53515,1,157 ROY ST,WILLIAM,Q,2459,22459,White,Male,2020-02-14 16:20:00,1.0,0.68,512.499,0.0019512233194601354
10334,10858,53518,1,157 ROY ST,WILLIAM,Q,2195,22459,White,Male,2020-02-14 15:51:00,1.0,0.68,512.499,0.0019512233194601354
10335,10859,53520,1,157 ROY ST,WILLIAM,Q,1846,22459,White,Male,2020-02-14 16:23:00,1.0,0.68,512.499,0.0019512233194601354
10336,10860,53541,1,500 QUEEN ANNE AV N,WILLIAM,Q,1881,22469,White,Male,2020-02-16 22:25:00,1.0,0.68,512.499,0.0019512233194601354
10337,10861,53542,1,500 QUEEN ANNE AV N,WILLIAM,Q,5001,22469,White,Male,2020-02-16 22:28:00,1.0,0.68,512.499,0.0019512233194601354
10338,10862,53629,1,810 VIRGINIA ST,WILLIAM,D,2212,4646,White,Female,2020-02-19 15:10:00,1.0,0.68,512.499,0.0019512233194601354
10339,10863,53832,1,100 NW BOWDOIN PL,NORA,B,1229,22615,White,Male,2020-02-25 00:01:00,1.0,0.68,512.499,0.0019512233194601354
10345,10869,53606,1,222 YALE AV N,WILLIAM,D,2471,22413,White,Male,2020-02-09 06:15:00,1.0,0.68,512.499,0.0019512233194601354
10346,10870,52373,2,133 DEXTER AV N,WILLIAM,D,1682,22143,Black or African American,Male,2020-01-07 12:24:00,1.0,0.07,52.757,0.018954830638588244
10347,10871,52372,2,DEXTER AV N / JOHN ST,WILLIAM,D,1814,22143,Black or African American,Male,2020-01-07 12:28:00,1.0,0.07,52.757,0.018954830638588244
10348,10872,52375,2,DEXTER AV N / JOHN ST,WILLIAM,D,2307,22143,Black or African American,Male,2020-01-07 12:34:00,1.0,0.07,52.757,0.018954830638588244
10349,10873,52378,2,DEXTER AV N / JOHN ST,WILLIAM,D,4764,22143,Black or African American,Male,2020-01-07 12:30:00,1.0,0.07,52.757,0.018954830638588244
10350,10874,53833,1,4235 12 AV NE,NORA,U,1047,5240,White,Male,2020-02-25 13:30:00,1.0,0.68,512.499,0.0019512233194601354
10351,10875,53834,1,4235 12 AV NE,NORA,U,5237,5240,White,Male,2020-02-25 13:30:00,1.0,0.68,512.499,0.0019512233194601354
10353,10877,53767,1,1200 S BAILEY ST,SAM,O,1763,22598,White,Female,2020-02-23 17:51:00,1.0,0.68,512.499,0.0019512233194601354
10354,10878,53768,1,1200 S BAILEY ST,SAM,O,1783,22598,White,Female,2020-02-23 17:51:00,1.0,0.68,512.499,0.0019512233194601354
10355,10879,53953,1,710 CHERRY ST,EDWARD,E,1880,22643,White,Male,2020-02-27 20:30:00,1.0,0.68,512.499,0.0019512233194601354
10356,10880,53889,1,2335 RAINIER AV S,SAM,R,703,22629,White,Male,2020-02-26 15:05:00,1.0,0.68,512.499,0.0019512233194601354
10357,10881,53946,1,2335 RAINIER AV S,SAM,R,1167,22629,White,Male,2020-02-26 15:00:00,1.0,0.68,512.499,0.0019512233194601354
10359,10883,52501,1,S WASHINGTON ST / OCCIDENTAL AV S,WILLIAM,K,2017,22176,Black or African American,Male,2020-01-11 22:54:00,1.0,0.07,52.757,0.018954830638588244
10360,10884,53306,1,6929 CARLETON AV S,SAM,O,1597,2400,Hispanic or Latino,Male,2020-02-08 16:48:00,1.0,0.066,49.743,0.020103331121966907
10364,10888,52800,1,201 BLANCHARD ST,WILLIAM,D,2141,5644,Black or African American,Male,2020-01-22 14:45:00,1.0,0.07,52.757,0.018954830638588244
10367,10891,53289,2,300 N 125 ST,NORA,N,1248,15571,Black or African American,Male,2020-02-07 18:58:00,1.0,0.07,52.757,0.018954830638588244
10368,10892,53286,1,300 N 125 ST,NORA,N,2300,15571,Black or African American,Male,2020-02-07 18:55:00,1.0,0.07,52.757,0.018954830638588244
10369,10893,53702,1,1510 NW 52 ST,NORA,B,1865,22552,Hispanic or Latino,Male,2020-02-20 22:50:00,1.0,0.066,49.743,0.020103331121966907
10370,10894,53550,1,810 VIRGINIA ST,WILLIAM,D,2321,22471,White,Female,2020-02-17 07:14:00,1.0,0.68,512.499,0.0019512233194601354
